"[1, 1, 1, 1, 1, 1]","(0, 0, 0, 0, -40, -50, 0, 50, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, -20, -25, -25, 0, 0, 25, 25, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 23, 46, 11, 8, -20, -25, -25, -20, 8, 11, 46, 23, 45, 0, 0, 0, 0, 0, 0, 0, 0, 45, 22, 0, -37, -63, -60, -62, -5, 5, 62, 60, 63, 37, 0, -22, -45, 0, 0, 0, 0, 0, 20, -46, -35, -63, -3, 0, 69, 75, 75, 69, 0, -3, -63, -35, -46, 20, 0, 0, 40, 20, -5, 8, 28, 62, 57, 75, 0, 0, -75, -57, -62, -28, -8, 5, -20, -40, -50, -25, -25, 25, 0, 5, -57, -69, -69, -57, 5, 0, 25, -25, -25, -50, 0, 0, 25, -20, -28, -60, 3, -3, 60, 28, 20, -25, 0, 0, 50, 25, 5, -11, 35, 37, 37, 35, -11, 5, 25, 50, -40, -20, -20, 23, -22, 22, -23, 20, 20, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
"[1, 1, 1, 0, 0, 0]","(0, 0, 0, -720, 0, 800, 0, -800, 0, 720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -360, 0, 0, 1960, 1280, 0, 0, -1540, -1540, 0, 0, 1280, 1960, 0, 0, -360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -720, 0, 0, -1960, -680, 0, 0, 0, -180, 0, 0, -180, 0, 0, 0, -680, -1960, 0, 0, -720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 800, 0, 0, 1540, 0, 0, 0, 180, 180, 0, 0, 0, 1540, 0, 0, 800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -800, 0, 0, -1280, 680, 0, 0, 680, -1280, 0, 0, -800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 720, 0, 0, 360, 360, 0, 0, 720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
"[1, 1, 2, 0, 0, 0]","(0, 0, 0, 8640, 0, -14400, 0, 16800, 0, -25920, 0, 158400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4320, 0, 0, -14544, -11808, 0, 0, 25200, 17760, 0, 0, -12864, 37632, 0, 0, 187200, -77040, 0, 0, 174240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8640, 0, 0, 14544, 2736, 0, 0, 0, 7152, 0, 0, -44736, -39744, 0, 0, 36720, 185472, 0, 0, -21600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14400, 0, 0, -25200, -7440, 0, 0, 44736, 4992, 0, 0, 0, -138240, 0, 0, -4320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16800, 0, 0, 12864, 50496, 0, 0, -36720, 148752, 0, 0, 4320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -25920, 0, 0, -187200, -264240, 0, 0, 21600, 0, 0, 0, 0, 0, 0, 158400, 0, 0, -174240, 0, 0)"
"[1, 1, 3, 1, 1, 1]","(0, 0, 0, 0, -4160, -6800, 7200, 30000, 10560, -77760, -120000, 844800, 9504000, 0, 0, 0, 0, 0, 0, 0, 0, -2080, -2080, -3400, -3400, 3600, 3600, 15000, 15000, 5280, 5280, -38880, -38880, -60000, -60000, 422400, 422400, 4752000, 4752000, 0, 0, 0, 0, 0, 4680, 2392, 4784, 3672, -6080, -720, -27800, -2760, -32160, -9648, 17544, -39888, 164640, -13440, 4080, 200880, 603240, 2205720, 638880, 0, 0, 0, 4680, 2288, 0, 344, -11800, -5872, -23200, 8280, 5960, 14928, 71520, -41736, 135600, -74112, -261120, 60960, 445800, 882480, -1086720, 0, 0, 2080, -4784, -1112, -11800, -5928, 0, 23576, 47720, 28520, 65016, -61392, -76800, -154928, -576200, -184144, 39360, -381600, -1041120, 4160, 2080, -1320, -6080, -5360, 23200, 31480, 47720, 19200, 0, -96200, -261840, -174320, -500960, -313880, 39480, -891040, 268800, -6800, -3400, -7000, 27800, 25040, 5960, -8968, -65016, -126408, -261840, -87520, 0, -145720, 378360, -272040, 1021200, -7200, -3600, 11400, -32160, -22512, -71520, -113256, -76800, 78128, 500960, 187080, 378360, 650400, 0, 30000, 15000, 9720, -17544, -57432, 135600, 209712, 576200, 392056, 39480, 930520, -1021200, -10560, -5280, -44160, 164640, 178080, 261120, 322080, 39360, 420960, -268800, -77760, -38880, 21120, -4080, 196800, 445800, -436680, 1041120, 120000, 60000, 482400, 603240, -1602480, 1086720, 844800, 422400, -4329600, -638880, -9504000, -4752000)"
"[2, 2, 2, 2, 2, 2]","(0, -38776320, -26173440, -5644800, -3704320, -5713280, 0, 5713280, 3704320, 5644800, 26173440, 38776320, 0, 0, 0, -19388160, -19388160, -13086720, -13086720, -2822400, -2822400, -1852160, -1852160, -2856640, -2856640, 0, 0, 2856640, 2856640, 1852160, 1852160, 2822400, 2822400, 13086720, 13086720, 19388160, 19388160, 0, 0, -38776320, -19388160, -6301440, 0, 3962880, 13717440, 7956800, 11950720, 2396480, 1867520, -5480960, -6232000, -6232000, -5480960, 1867520, 2396480, 11950720, 7956800, 13717440, 3962880, 0, -6301440, -19388160, -38776320, 26173440, 13086720, 10264320, 13717440, 5760640, 0, -9350080, -13872960, -13482240, -13704320, -751040, 751040, 13704320, 13482240, 13872960, 9350080, 0, -5760640, -13717440, -10264320, -13086720, -26173440, -5644800, -2822400, -970240, -11950720, -9554240, -13872960, -390720, 0, 15610560, 16472640, 16472640, 15610560, 0, -390720, -13872960, -9554240, -11950720, -970240, -2822400, -5644800, 3704320, 1852160, -1004480, 1867520, 7348480, 13704320, 12953280, 16472640, 0, 0, -16472640, -12953280, -13704320, -7348480, -1867520, 1004480, -1852160, -3704320, -5713280, -2856640, -2856640, 6232000, 0, 751040, -12953280, -15610560, -15610560, -12953280, 751040, 0, 6232000, -2856640, -2856640, -5713280, 0, 0, 2856640, -5480960, -7348480, -13482240, 390720, -390720, 13482240, 7348480, 5480960, -2856640, 0, 0, 5713280, 2856640, 1004480, -2396480, 9554240, 9350080, 9350080, 9554240, -2396480, 1004480, 2856640, 5713280, -3704320, -1852160, 970240, 7956800, -5760640, 5760640, -7956800, -970240, 1852160, 3704320, 5644800, 2822400, -10264320, -3962880, -3962880, -10264320, 2822400, 5644800, -26173440, -13086720, 6301440, -6301440, 13086720, 26173440, 38776320, 19388160, 19388160, 38776320, 0, 0)"
"[1, 3, 3, 2, 0, 0]","(0, -7603200, -1843200, 967680, -6753280, -9286400, 0, 9286400, 6753280, -967680, 1843200, 7603200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -203005440, -44478720, -75098880, -14515200, -16819200, -7237440, 10049856, 9634688, 35428608, 24467136, 42420800, 34780800, 34780800, 42420800, 24467136, 35428608, 9634688, 10049856, -7237440, -16819200, -14515200, -75098880, -44478720, -203005440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155727360, 61421760, 27125184, 7097472, -30718848, 2844032, -30208128, 17607552, -8112768, 18935424, 18935424, -8112768, 17607552, -30208128, 2844032, -30718848, 7097472, 27125184, 61421760, 155727360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -166379520, -185311680, 4877760, -89440640, 35672960, -41442560, 1956096, -4597632, -4597632, 1956096, -41442560, 35672960, -89440640, 4877760, -185311680, -166379520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 746762880, 782910400, -305295936, 37850112, -348424448, -285673728, -285673728, -348424448, 37850112, -305295936, 782910400, 746762880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1644082560, -442555200, 1867103040, 13962240, 13962240, 1867103040, -442555200, -1644082560, 0, 0, 0, 0, 0, 0, 18422954880, 754300800, 754300800, 18422954880, 0, 0)"
"[2, 2, 2, 0, 0, 0]","(0, 0, 0, -203581440, 0, 226595840, 0, -226595840, 0, 203581440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62092800, 0, 0, 190024192, 101123072, 0, 0, -181062400, -181062400, 0, 0, 101123072, 190024192, 0, 0, 62092800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -203581440, 0, 0, -190024192, -88901120, 0, 0, 0, -40741632, 0, 0, -40741632, 0, 0, 0, -88901120, -190024192, 0, 0, -203581440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 226595840, 0, 0, 181062400, 0, 0, 0, 40741632, 40741632, 0, 0, 0, 181062400, 0, 0, 226595840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -226595840, 0, 0, -101123072, 88901120, 0, 0, 88901120, -101123072, 0, 0, -226595840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 203581440, 0, 0, -62092800, -62092800, 0, 0, 203581440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
