"[1, 1, 1, 1, 1, 1]","(0, 0, 0, 0, -388869978684360, -486087473355450, 0, 486087473355450, 388869978684360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -194434989342180, -194434989342180, -243043736677725, -243043736677725, 0, 0, 243043736677725, 243043736677725, 194434989342180, 194434989342180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -92698348581855, -94506007017549, -189012014035098, -21899884672449, -71207795453696, 121010203908500, 108506895311275, 108506895311275, 121010203908500, -71207795453696, -21899884672449, -189012014035098, -94506007017549, -92698348581855, 0, 0, 0, 0, 0, 0, 0, 0, -92698348581855, 1807658435694, 0, 83249066023107, 128447162259409, 93192846255412, 129997448439434, -12503308597225, 12503308597225, -129997448439434, -93192846255412, -128447162259409, -83249066023107, 0, -1807658435694, 92698348581855, 0, 0, 0, 0, 0, 194434989342180, 189012014035098, 167112129362649, 128447162259409, 35254316003997, 0, -74486626586159, -80385619080945, -80385619080945, -74486626586159, 0, 35254316003997, 128447162259409, 167112129362649, 189012014035098, 194434989342180, 0, 0, 388869978684360, 194434989342180, -48608747335545, -71207795453696, -192217999362196, -129997448439434, -142500757036659, -80385619080945, 0, 0, 80385619080945, 142500757036659, 129997448439434, 192217999362196, 71207795453696, 48608747335545, -194434989342180, -388869978684360, -486087473355450, -243043736677725, -243043736677725, -108506895311275, 0, 12503308597225, 142500757036659, 74486626586159, 74486626586159, 142500757036659, 12503308597225, 0, -108506895311275, -243043736677725, -243043736677725, -486087473355450, 0, 0, 243043736677725, 121010203908500, 192217999362196, 93192846255412, -35254316003997, 35254316003997, -93192846255412, -192217999362196, -121010203908500, -243043736677725, 0, 0, 486087473355450, 243043736677725, 48608747335545, 21899884672449, -167112129362649, -83249066023107, -83249066023107, -167112129362649, 21899884672449, 48608747335545, 243043736677725, 486087473355450, -388869978684360, -194434989342180, -194434989342180, -94506007017549, -1807658435694, 1807658435694, 94506007017549, 194434989342180, 194434989342180, 388869978684360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
"[1, 1, 1, 0, 0, 0]","(0, 0, 0, -6999659616318480, 0, 7777399573687200, 0, -7777399573687200, 0, 6999659616318480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11867944165368, 0, 0, -997065858095096, -1207736775154432, 0, 0, 1393676175149260, 1393676175149260, 0, 0, -1207736775154432, -997065858095096, 0, 0, 11867944165368, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6999659616318480, 0, 0, 997065858095096, -210670917059336, 0, 0, 0, -358918384754340, 0, 0, -358918384754340, 0, 0, 0, -210670917059336, 997065858095096, 0, 0, -6999659616318480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7777399573687200, 0, 0, -1393676175149260, 0, 0, 0, 358918384754340, 358918384754340, 0, 0, 0, -1393676175149260, 0, 0, 7777399573687200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7777399573687200, 0, 0, 1207736775154432, 210670917059336, 0, 0, 210670917059336, 1207736775154432, 0, 0, -7777399573687200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6999659616318480, 0, 0, -11867944165368, -11867944165368, 0, 0, 6999659616318480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
"[1, 1, 2, 0, 0, 0]","(0, 0, 0, 83995915395821760, 0, -139993192326369600, 0, 163325391047431200, 0, -251987746187465280, 0, 1539925115590065600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -142415329984416, 0, 0, 15621190316862192, 8781153979102560, 0, 0, -39140995427273040, -4842574167845280, 0, 0, 50105634051842880, 36460674076972800, 0, 0, -209400996627548352, -124246831948789680, 0, 0, 977545529536799520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83995915395821760, 0, 0, -15621190316862192, -6840036337759632, 0, 0, 0, -18235332766047696, 0, 0, 51490671414750528, 34968540891135168, 0, 0, 75773620800276144, 399782661951279744, 0, 0, 644309853627688992, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -139993192326369600, 0, 0, 39140995427273040, 34298421259427760, 0, 0, -51490671414750528, -16522130523615360, 0, 0, 0, -390851202107001600, 0, 0, -568111000712872800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 163325391047431200, 0, 0, -50105634051842880, -13644959974870080, 0, 0, -75773620800276144, 324009041151003600, 0, 0, 568111000712872800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -251987746187465280, 0, 0, 209400996627548352, 85154164678758672, 0, 0, -644309853627688992, 0, 0, 0, 0, 0, 0, 1539925115590065600, 0, 0, -977545529536799520, 0, 0)"
"[1, 1, 3, 1, 1, 1]","(0, 0, 0, 0, -40442477783173440, -66107896376341200, 69996596163184800, 291652484013270000, 102661674372671040, -755963238562395840, -1166609936053080000, 8212933949813683200, 92395506935403936000, 0, 0, 0, 0, 0, 0, 0, 0, -20221238891586720, -20221238891586720, -33053948188170600, -33053948188170600, 34998298081592400, 34998298081592400, 145826242006635000, 145826242006635000, 51330837186335520, 51330837186335520, -377981619281197920, -377981619281197920, -583304968026540000, -583304968026540000, 4106466974906841600, 4106466974906841600, 46197753467701968000, 46197753467701968000, 0, 0, 0, 0, 0, -9640628252512920, -9828624729825096, -19657249459650192, -6050048316676104, -6858241969689856, 33696651301013680, 29294447636497480, 39920739697916120, 37469663007332640, -48739344701063984, -8209918370140824, -102179808232230928, -79737110964056928, -40540629037742976, -250669328327766864, 1352445205845241200, 1563238687086280200, 11425549075362432120, 21564214230318635040, 0, 0, 0, -9640628252512920, 187996477312176, 0, 6887912187134616, 15908343263945960, 19581668469868112, 15987658458365664, -9850614400028040, -7899487426095320, -29102913880507376, 13877589140999264, 66983117361404984, 48896388298655824, -30757133703450752, -263328530261648640, -253004543869873632, 167917636661189256, -3696498211275605520, 6231373462439558400, 0, 0, 20221238891586720, 19657249459650192, 13607201142974088, 15908343263945960, -3673325205922152, 0, -30553765527470536, -9763029710954104, -7852541870773880, 31635557396902040, 64476394466782704, -407613675674482656, -420960600286169808, -1418599488168656040, -1103063990116409232, 1321495711701963840, -4830933819299647392, 34368387077573280, 40442477783173440, 20221238891586720, -12832709296583880, -6858241969689856, -40554893270703536, -15987658458365664, -25838272858393704, -9763029710954104, -1910487840180224, 0, 15968214620904920, -905091516065147920, -580498492311419440, -1478178692382668256, -456533539697524856, 5519885395119484248, -88329431371178272, -4060300338348323328, -66107896376341200, -33053948188170600, -68052246269763000, -29294447636497480, 10626292061418640, -7899487426095320, 21203426454412056, -31635557396902040, 32840837069880664, -905091516065147920, -324593023753728480, 0, 727410492195749800, 9362403076104646680, 3992090635622409720, -4342442073117153840, -69996596163184800, -34998298081592400, 110827943925042600, 37469663007332640, 86209007708396624, -13877589140999264, 53105528220405720, -407613675674482656, 13346924611687152, 1478178692382668256, 1021645152685143400, 9362403076104646680, 5370312440482236960, 0, 291652484013270000, 145826242006635000, 94495404820299480, 8209918370140824, -93969889862090104, 48896388298655824, 79653522002106576, 1418599488168656040, 315535498052246808, 5519885395119484248, 5608214826490662520, 4342442073117153840, -102661674372671040, -51330837186335520, -429312456467533440, -79737110964056928, -39196481926313952, 263328530261648640, 10323986391775008, 1321495711701963840, 6152429531001611232, 4060300338348323328, -755963238562395840, -377981619281197920, 205323348745342080, 250669328327766864, 1603114534173008064, 167917636661189256, 3864415847936794776, -34368387077573280, 1166609936053080000, 583304968026540000, 4689771942933381600, 1563238687086280200, -9862310388276151920, -6231373462439558400, 8212933949813683200, 4106466974906841600, -42091286492795126400, -21564214230318635040, -92395506935403936000, -46197753467701968000)"
"[2, 2, 2, 2, 2, 2]","(0, -33557360856617326080, -13030278097475297280, 43259137106314752, -19135960866507124224, -25757202089228105600, 0, 25757202089228105600, 19135960866507124224, -43259137106314752, 13030278097475297280, 33557360856617326080, 0, 0, 0, -16778680428308663040, -16778680428308663040, -6515139048737648640, -6515139048737648640, 21629568553157376, 21629568553157376, -9567980433253562112, -9567980433253562112, -12878601044614052800, -12878601044614052800, 0, 0, 12878601044614052800, 12878601044614052800, 9567980433253562112, 9567980433253562112, -21629568553157376, -21629568553157376, 6515139048737648640, 6515139048737648640, 16778680428308663040, 16778680428308663040, 0, 0, -33557360856617326080, -16778680428308663040, -10263541379571014400, 0, -3726772762280208384, -10789889138361627456, -11189918311748564928, -18653063861216921472, -8427933072602631104, -8509604368957593856, 2170889311487500800, 3729062065672978240, 3729062065672978240, 2170889311487500800, -8509604368957593856, -8427933072602631104, -18653063861216921472, -11189918311748564928, -10789889138361627456, -3726772762280208384, 0, -10263541379571014400, -16778680428308663040, -33557360856617326080, 13030278097475297280, 6515139048737648640, 6536768617290806016, -10789889138361627456, 400029173386937472, 0, 4735055938229964608, 12116530191343358400, 7844458396325407488, 9484302446865847680, 1558172754185477440, -1558172754185477440, -9484302446865847680, -7844458396325407488, -12116530191343358400, -4735055938229964608, 0, -400029173386937472, 10789889138361627456, -6536768617290806016, -6515139048737648640, -13030278097475297280, 43259137106314752, 21629568553157376, 9589610001806719488, 18653063861216921472, 10225130788614290368, 12116530191343358400, 4272071795017950912, 0, -2745521525761724480, -5123616305217422016, -5123616305217422016, -2745521525761724480, 0, 4272071795017950912, 12116530191343358400, 10225130788614290368, 18653063861216921472, 9589610001806719488, 21629568553157376, 43259137106314752, 19135960866507124224, 9567980433253562112, -3310620611360490688, -8509604368957593856, -10680493680445094656, -9484302446865847680, -7926129692680370240, -5123616305217422016, 0, 0, 5123616305217422016, 7926129692680370240, 9484302446865847680, 10680493680445094656, 8509604368957593856, 3310620611360490688, -9567980433253562112, -19135960866507124224, -25757202089228105600, -12878601044614052800, -12878601044614052800, -3729062065672978240, 0, -1558172754185477440, 7926129692680370240, 2745521525761724480, 2745521525761724480, 7926129692680370240, -1558172754185477440, 0, -3729062065672978240, -12878601044614052800, -12878601044614052800, -25757202089228105600, 0, 0, 12878601044614052800, 2170889311487500800, 10680493680445094656, 7844458396325407488, -4272071795017950912, 4272071795017950912, -7844458396325407488, -10680493680445094656, -2170889311487500800, -12878601044614052800, 0, 0, 25757202089228105600, 12878601044614052800, 3310620611360490688, 8427933072602631104, -10225130788614290368, -4735055938229964608, -4735055938229964608, -10225130788614290368, 8427933072602631104, 3310620611360490688, 12878601044614052800, 25757202089228105600, -19135960866507124224, -9567980433253562112, -9589610001806719488, -11189918311748564928, -400029173386937472, 400029173386937472, 11189918311748564928, 9589610001806719488, 9567980433253562112, 19135960866507124224, -43259137106314752, -21629568553157376, -6536768617290806016, 3726772762280208384, 3726772762280208384, -6536768617290806016, -21629568553157376, -43259137106314752, -13030278097475297280, -6515139048737648640, 10263541379571014400, -10263541379571014400, 6515139048737648640, 13030278097475297280, 33557360856617326080, 16778680428308663040, 16778680428308663040, 33557360856617326080, 0, 0)"
"[1, 3, 3, 2, 0, 0]","(0, -73916405548323148800, -17919128617775308800, 9407542524332037120, -65653696241237867520, -90280054251361017600, 0, 90280054251361017600, 65653696241237867520, -9407542524332037120, 17919128617775308800, 73916405548323148800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33666550058512673280, 118498146469296802560, 5936224975729240320, 15978171081562444800, 10286390193744153600, 27963118134117397440, 41204088585406320192, 50720312522761187712, 39531988871742808320, 18244164623012920768, 1791779050070146880, -14763564512218313600, -14763564512218313600, 1791779050070146880, 18244164623012920768, 39531988871742808320, 50720312522761187712, 41204088585406320192, 27963118134117397440, 10286390193744153600, 15978171081562444800, 5936224975729240320, 118498146469296802560, 33666550058512673280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -441436741087224771072, -1230608310942302342208, -838513438048803228480, -782651996197658229120, -580583825436940689792, -278623335336176615552, -232681506993864117888, 109591823307780286848, 74018720394632788864, 214666470227466351744, 214666470227466351744, 74018720394632788864, 109591823307780286848, -232681506993864117888, -278623335336176615552, -580583825436940689792, -782651996197658229120, -838513438048803228480, -1230608310942302342208, -441436741087224771072, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1600511461848907514880, 2360725788879932623680, 1694690738950582683840, 1320308208082197138560, 916778829905327748480, 256648966013939400960, 22098699282197750528, -338544960761176853888, -338544960761176853888, 22098699282197750528, 256648966013939400960, 916778829905327748480, 1320308208082197138560, 1694690738950582683840, 2360725788879932623680, 1600511461848907514880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4004401103078201781120, -1895487621634503974720, -1951966304988219686208, -670153197262301616128, -714718001424515815680, -502352458200909568256, -502352458200909568256, -714718001424515815680, -670153197262301616128, -1951966304988219686208, -1895487621634503974720, -4004401103078201781120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8920801914402953890944, 12286417479534138649536, -1671343809606839753664, -2075584238458925552640, -2075584238458925552640, -1671343809606839753664, 12286417479534138649536, 8920801914402953890944, 0, 0, 0, 0, 0, 0, -17240552882269389932160, -72217703004858666076800, -72217703004858666076800, -17240552882269389932160, 0, 0)"
"[2, 2, 2, 0, 0, 0]","(0, 0, 0, -116654350821068630016, 0, 167650545018621322240, 0, -167650545018621322240, 0, 116654350821068630016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 398477724190089911808, 0, 0, -95761932762204749312, -216689877359597382656, 0, 0, 216902479448914919680, 216902479448914919680, 0, 0, -216689877359597382656, -95761932762204749312, 0, 0, 398477724190089911808, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -116654350821068630016, 0, 0, 95761932762204749312, -120927944597392633344, 0, 0, 0, -87237741848948088576, 0, 0, -87237741848948088576, 0, 0, 0, -120927944597392633344, 95761932762204749312, 0, 0, -116654350821068630016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167650545018621322240, 0, 0, -216902479448914919680, 0, 0, 0, 87237741848948088576, 87237741848948088576, 0, 0, 0, -216902479448914919680, 0, 0, 167650545018621322240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -167650545018621322240, 0, 0, 216689877359597382656, 120927944597392633344, 0, 0, 120927944597392633344, 216689877359597382656, 0, 0, -167650545018621322240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116654350821068630016, 0, 0, -398477724190089911808, -398477724190089911808, 0, 0, 116654350821068630016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
